商品代碼,商品名稱,時間,成交價,漲跌,單量,開盤價,最高價,最低價,成交量,買價,賣價,理論價,漲停價,跌停價,資料更新日期,買價1,買價2,買價3,買價4,買價5,賣價1,賣價2,賣價3,賣價4,賣價5,委買量1,委買量2,委買量3,委買量4,委買量5,委賣量1,委賣量2,委賣量3,委賣量4,委賣量5
TXFH8,台指期08,12717,10936,-3,2,10948,10967,10918,19478,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,13,67,13,27,22,7,13,25,34,34
TXFH8,台指期08,12719,10936,-3,6,10948,10967,10918,19484,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,21,69,13,27,22,1,13,26,34,34
TXFH8,台指期08,12720,10936,-3,1,10948,10967,10918,19485,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,6,22,68,18,22,11,27,29,39,45
TXFH8,台指期08,12734,10936,-3,1,10948,10967,10918,19486,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,5,22,68,18,23,11,28,29,40,45
TXFH8,台指期08,12736,10936,-3,1,10948,10967,10918,19487,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,4,22,68,18,23,11,28,29,39,45
TXFH8,台指期08,12741,10936,-3,1,10948,10967,10918,19488,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,14,25,69,19,22,2,24,28,43,45
TXFH8,台指期08,12757,10936,-3,5,10948,10967,10918,19493,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,6,25,69,19,22,6,24,29,43,45
TXFH8,台指期08,12758,10937,-2,5,10948,10967,10918,19498,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,24,70,20,22,22,2,24,29,43,45
TXFH8,台指期08,12805,10936,-3,1,10948,10967,10918,19500,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,23,70,20,22,22,12,24,30,41,45
TXFH8,台指期08,12805,10936,-3,1,10948,10967,10918,19502,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,21,70,20,22,22,1,12,24,30,41
TXFH8,台指期08,12808,10936,-3,1,10948,10967,10918,19503,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,21,70,15,27,22,13,23,35,36,45
TXFH8,台指期08,12813,10936,-3,2,10948,10967,10918,19505,10935,10937,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10937,10938,10939,10940,10941,19,70,20,22,22,14,24,30,38,45
TXFH8,台指期08,12816,10936,-3,1,10948,10967,10918,19506,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,24,19,70,15,27,15,23,35,32,45
TXFH8,台指期08,12818,10936,-3,1,10948,10967,10918,19507,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,12,70,15,27,17,7,15,23,35,32
TXFH8,台指期08,12824,10936,-3,1,10948,10967,10918,19509,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,12,70,15,27,16,6,15,23,35,32
TXFH8,台指期08,12831,10936,-3,2,10948,10967,10918,19511,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,6,19,70,15,27,14,23,35,32,45
TXFH8,台指期08,12839,10937,-2,3,10948,10967,10918,19514,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,42,19,68,19,22,22,29,38,44,22
TXFH8,台指期08,12841,10937,-2,1,10948,10967,10918,19516,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,17,22,73,14,22,22,30,33,49,22
TXFH8,台指期08,12842,10937,-2,2,10948,10967,10918,19518,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,23,18,18,73,14,15,30,32,51,22
TXFH8,台指期08,12843,10937,-2,2,10948,10967,10918,19520,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,22,18,19,72,14,14,30,32,51,22
TXFH8,台指期08,12844,10938,-1,9,10948,10967,10918,19529,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,17,19,68,19,22,13,30,38,45,22
TXFH8,台指期08,12851,10937,-2,1,10948,10967,10918,19530,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,16,18,68,21,22,2,15,29,38,45
TXFH8,台指期08,12852,10937,-2,1,10948,10967,10918,19531,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,24,16,18,68,21,15,29,38,45,22
TXFH8,台指期08,12852,10938,-1,1,10948,10967,10918,19532,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,7,17,18,72,16,6,30,32,51,22
TXFH8,台指期08,12855,10938,-1,1,10948,10967,10918,19533,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,16,19,73,16,22,7,30,33,50,22
TXFH8,台指期08,12910,10937,-2,2,10948,10967,10918,19535,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,7,13,19,73,16,8,29,35,50,22
TXFH8,台指期08,12912,10938,-1,1,10948,10967,10918,19536,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,11,21,20,72,14,6,29,34,51,22
TXFH8,台指期08,12912,10938,-1,2,10948,10967,10918,19540,10937,10938,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10939,10940,10941,10942,11,21,20,72,14,2,29,34,51,22
TXFH8,台指期08,12914,10939,0,1,10948,10967,10918,19541,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,35,14,15,25,64,18,35,45,28,20
TXFH8,台指期08,12915,10939,0,1,10948,10967,10918,19542,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,28,14,15,25,64,17,35,45,28,20
TXFH8,台指期08,12917,10939,0,1,10948,10967,10918,19543,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,28,14,15,25,64,16,35,45,28,20
TXFH8,台指期08,12922,10939,0,1,10948,10967,10918,19544,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,27,13,15,22,64,15,32,44,28,24
TXFH8,台指期08,12923,10939,0,1,10948,10967,10918,19548,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,27,13,15,22,64,11,32,44,28,24
TXFH8,台指期08,12923,10939,0,1,10948,10967,10918,19550,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,27,13,15,22,64,9,32,44,28,24
TXFH8,台指期08,12932,10938,-1,2,10948,10967,10918,19552,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,3,15,18,69,14,3,26,31,50,20
TXFH8,台指期08,12933,10938,-1,1,10948,10967,10918,19553,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,2,15,17,70,14,3,26,31,50,20
TXFH8,台指期08,12935,10938,-1,1,10948,10967,10918,19554,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,3,15,17,70,14,13,26,32,49,20
TXFH8,台指期08,12940,10938,-1,3,10948,10967,10918,19557,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,6,15,17,70,14,10,21,33,50,20
TXFH8,台指期08,12943,10938,-1,11,10948,10967,10918,19568,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,14,4,15,17,70,21,32,50,20,24
TXFH8,台指期08,12944,10939,0,1,10948,10967,10918,19569,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,11,13,23,64,11,32,46,25,24
TXFH8,台指期08,12945,10938,-1,1,10948,10967,10918,19570,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,12,14,18,69,14,17,32,51,20,24
TXFH8,台指期08,12954,10938,-1,1,10948,10967,10918,19571,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,3,14,17,70,14,7,18,32,50,20
TXFH8,台指期08,13001,10937,-2,1,10948,10967,10918,19572,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,3,14,19,70,14,18,19,33,50,20
TXFH8,台指期08,13001,10937,-2,3,10948,10967,10918,19576,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,9,20,65,21,24,7,22,18,38,45
TXFH8,台指期08,13002,10937,-2,2,10948,10967,10918,19578,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,7,20,64,22,24,8,23,19,37,45
TXFH8,台指期08,13009,10936,-3,1,10948,10967,10918,19579,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,6,20,64,22,24,17,23,19,31,45
TXFH8,台指期08,13011,10936,-3,1,10948,10967,10918,19580,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,2,20,64,22,24,16,23,19,31,45
TXFH8,台指期08,13012,10936,-3,1,10948,10967,10918,19581,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,1,20,64,22,24,17,23,19,31,45
TXFH8,台指期08,13013,10936,-3,1,10948,10967,10918,19582,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,13,65,17,29,21,8,18,21,24,26
TXFH8,台指期08,13016,10936,-3,1,10948,10967,10918,19583,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,13,65,17,29,21,4,17,21,24,26
TXFH8,台指期08,13024,10936,-3,2,10948,10967,10918,19585,10935,10936,11042.51,12032,9846,20180730,10935,10934,10933,10932,10931,10936,10937,10938,10939,10940,11,65,15,31,23,11,17,21,23,26
TXFH8,台指期08,13037,10936,-3,10,10948,10967,10918,19595,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,15,21,65,18,30,15,17,24,26,44
TXFH8,台指期08,13042,10937,-2,1,10948,10967,10918,19596,10936,10938,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10938,10939,10940,10941,10942,15,26,65,20,27,12,18,32,44,23
TXFH8,台指期08,13049,10937,-2,1,10948,10967,10918,19597,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,9,26,65,20,27,3,15,22,33,44
TXFH8,台指期08,13050,10937,-2,1,10948,10967,10918,19598,10936,10937,11042.51,12032,9846,20180730,10936,10935,10934,10933,10932,10937,10938,10939,10940,10941,9,26,65,20,27,2,15,22,33,44
TXFH8,台指期08,13051,10937,-2,2,10948,10967,10918,19600,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,33,12,25,70,15,5,23,28,49,24
TXFH8,台指期08,13100,10938,-1,5,10948,10967,10918,19605,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,4,41,11,33,65,22,28,45,29,18
TXFH8,台指期08,13102,10939,0,3,10948,10967,10918,19608,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,10,11,38,65,21,28,45,29,18
TXFH8,台指期08,13103,10938,-1,1,10948,10967,10918,19609,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,10,11,38,65,16,1,21,28,45,29
TXFH8,台指期08,13105,10938,-1,1,10948,10967,10918,19610,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,11,12,33,70,16,21,27,50,24,18
TXFH8,台指期08,13118,10938,-1,1,10948,10967,10918,19611,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,24,11,12,29,69,22,28,50,25,18
TXFH8,台指期08,13121,10938,-1,1,10948,10967,10918,19612,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,26,12,12,36,64,12,29,44,31,18
TXFH8,台指期08,13123,10939,0,1,10948,10967,10918,19613,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,25,12,12,36,64,12,29,44,31,18
TXFH8,台指期08,13128,10938,-1,4,10948,10967,10918,19617,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,21,13,12,37,64,14,29,45,31,18
TXFH8,台指期08,13132,10938,-1,1,10948,10967,10918,19618,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,13,11,38,64,20,29,46,30,18
TXFH8,台指期08,13136,10939,0,14,10948,10967,10918,19632,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,7,13,11,33,64,35,46,25,18,24
TXFH8,台指期08,13136,10939,0,1,10948,10967,10918,19633,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,12,13,12,36,64,1,36,45,31,18
TXFH8,台指期08,13141,10938,-1,1,10948,10967,10918,19634,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,9,13,13,33,64,2,36,45,31,18
TXFH8,台指期08,13141,10939,0,1,10948,10967,10918,19635,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,12,13,13,33,64,2,36,45,31,18
TXFH8,台指期08,13142,10939,0,1,10948,10967,10918,19636,10938,10940,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10940,10941,10942,10943,10944,12,13,13,33,64,36,45,31,18,24
TXFH8,台指期08,13155,10939,0,1,10948,10967,10918,19637,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,8,13,12,18,28,28,46,26,23,22
TXFH8,台指期08,13156,10939,0,5,10948,10967,10918,19642,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,7,13,12,18,28,28,41,26,28,22
TXFH8,台指期08,13157,10940,1,2,10948,10967,10918,19655,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,15,13,12,18,28,14,41,25,29,22
TXFH8,台指期08,13202,10940,1,3,10948,10967,10918,19658,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,15,13,12,18,28,11,41,24,31,22
TXFH8,台指期08,13203,10940,1,6,10948,10967,10918,19669,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,1,15,13,12,23,41,25,31,22,35
TXFH8,台指期08,13207,10940,1,1,10948,10967,10918,19670,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,1,16,12,18,16,42,25,26,27,35
TXFH8,台指期08,13208,10940,1,1,10948,10967,10918,19671,10939,10941,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10941,10942,10943,10944,10945,16,13,12,22,27,48,25,31,22,35
TXFH8,台指期08,13216,10940,1,1,10948,10967,10918,19672,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,13,13,12,21,27,2,49,25,32,23
TXFH8,台指期08,13219,10940,1,1,10948,10967,10918,19677,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,13,13,15,21,27,2,50,25,32,23
TXFH8,台指期08,13221,10940,1,1,10948,10967,10918,19678,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,5,16,14,24,24,7,50,26,31,23
TXFH8,台指期08,13222,10939,0,5,10948,10967,10918,19683,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,14,14,24,24,65,3,14,50,26,31
TXFH8,台指期08,13235,10938,-1,1,10948,10967,10918,19684,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,3,16,17,30,65,12,23,50,30,26
TXFH8,台指期08,13235,10938,-1,1,10948,10967,10918,19687,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,15,18,30,65,16,13,23,50,30,26
TXFH8,台指期08,13304,10937,-2,1,10948,10967,10918,19688,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,5,14,18,71,18,12,18,24,55,24
TXFH8,台指期08,13326,10937,-2,1,10948,10967,10918,19689,10937,10938,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10938,10939,10940,10941,10942,7,9,19,70,18,4,18,24,56,24
TXFH8,台指期08,13346,10938,-1,5,10948,10967,10918,19694,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,20,17,9,19,70,17,24,56,24,25
TXFH8,台指期08,13351,10938,-1,1,10948,10967,10918,19695,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,2,21,8,24,65,10,25,51,29,25
TXFH8,台指期08,13357,10938,-1,1,10948,10967,10918,19696,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,20,9,24,65,18,12,25,51,29,25
TXFH8,台指期08,13434,10939,0,1,10948,10967,10918,19697,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,12,9,24,65,18,14,25,51,31,25
TXFH8,台指期08,13438,10938,-1,1,10948,10967,10918,19698,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,12,9,19,70,18,17,24,56,25,25
TXFH8,台指期08,13443,10938,-1,1,10948,10967,10918,19699,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,10,9,19,72,18,17,25,56,25,25
TXFH8,台指期08,13444,10938,-1,1,10948,10967,10918,19700,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,10,9,19,72,18,17,25,56,25,25
TXFH8,台指期08,13450,10938,-1,1,10948,10967,10918,19701,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,10,9,19,72,18,17,28,56,25,25
TXFH8,台指期08,13456,10938,-1,1,10948,10967,10918,19702,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,9,9,19,72,18,16,29,56,25,25
TXFH8,台指期08,13508,10938,-1,1,10948,10967,10918,19703,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,2,9,8,24,67,16,29,51,30,25
TXFH8,台指期08,13527,10938,-1,1,10948,10967,10918,19704,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,8,12,24,65,18,29,51,30,25
TXFH8,台指期08,13527,10938,-1,9,10948,10967,10918,19713,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,16,15,8,24,65,18,29,50,31,24
TXFH8,台指期08,13530,10938,-1,1,10948,10967,10918,19714,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,4,11,9,24,65,18,29,51,30,24
TXFH8,台指期08,13550,10938,-1,2,10948,10967,10918,19716,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,3,11,9,24,65,18,29,52,30,23
TXFH8,台指期08,13551,10938,-1,1,10948,10967,10918,19717,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,2,11,9,24,65,18,29,52,30,23
TXFH8,台指期08,13555,10938,-1,1,10948,10967,10918,19718,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,1,11,9,24,65,18,29,52,30,23
TXFH8,台指期08,13602,10938,-1,2,10948,10967,10918,19720,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,11,9,24,65,15,17,29,52,30,23
TXFH8,台指期08,13603,10939,0,2,10948,10967,10918,19722,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,14,10,19,70,15,15,29,57,25,23
TXFH8,台指期08,13603,10939,0,2,10948,10967,10918,19724,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,21,10,19,70,15,17,29,57,25,23
TXFH8,台指期08,13604,10941,2,4,10948,10967,10918,19774,10937,10939,11042.51,12032,9846,20180730,10937,10936,10935,10934,10933,10939,10940,10941,10942,10943,21,10,19,70,17,17,29,57,25,23
TXFH8,台指期08,13605,10941,2,6,10948,10967,10918,19787,10940,10941,11042.51,12032,9846,20180730,10940,10939,10938,10937,10936,10941,10942,10943,10944,10945,4,17,20,21,14,28,26,28,23,40
TXFH8,台指期08,13605,10940,1,2,10948,10967,10918,19791,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,10,20,19,14,18,1,29,25,28,23
TXFH8,台指期08,13609,10939,0,1,10948,10967,10918,19792,10939,10941,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10941,10942,10943,10944,10945,10,22,18,15,22,34,26,28,24,40
TXFH8,台指期08,13614,10939,0,3,10948,10967,10918,19795,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,5,22,18,16,22,1,34,26,29,23
TXFH8,台指期08,13634,10940,1,1,10948,10967,10918,19796,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,12,20,19,15,22,3,36,24,29,23
TXFH8,台指期08,13641,10940,1,1,10948,10967,10918,19797,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,22,22,19,15,22,2,36,27,29,23
TXFH8,台指期08,13648,10940,1,1,10948,10967,10918,19798,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,33,18,33,15,22,3,36,27,29,23
TXFH8,台指期08,13651,10940,1,1,10948,10967,10918,19799,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,33,18,33,15,22,2,36,27,29,23
TXFH8,台指期08,13714,10939,0,1,10948,10967,10918,19800,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,27,20,32,16,22,29,36,27,28,23
TXFH8,台指期08,13715,10939,0,3,10948,10967,10918,19817,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,9,19,32,16,22,29,36,28,27,23
TXFH8,台指期08,13718,10939,0,1,10948,10967,10918,19818,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,8,19,32,16,22,22,36,28,27,23
TXFH8,台指期08,13723,10939,0,3,10948,10967,10918,19821,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,6,19,32,16,22,30,36,28,27,23
TXFH8,台指期08,13727,10939,0,5,10948,10967,10918,19826,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,1,18,32,16,22,30,36,28,27,23
TXFH8,台指期08,13728,10939,0,1,10948,10967,10918,19827,10938,10939,11042.51,12032,9846,20180730,10938,10937,10936,10935,10934,10939,10940,10941,10942,10943,18,33,11,27,10,5,32,35,33,22
TXFH8,台指期08,13744,10939,0,2,10948,10967,10918,19829,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,7,20,32,16,22,25,36,28,27,23
TXFH8,台指期08,13749,10939,0,2,10948,10967,10918,19832,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,2,19,31,16,22,25,36,28,27,23
TXFH8,台指期08,13755,10939,0,1,10948,10967,10918,19833,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,4,19,31,16,23,25,37,28,27,23
TXFH8,台指期08,13758,10939,0,1,10948,10967,10918,19834,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,3,19,31,16,23,26,37,28,27,23
TXFH8,台指期08,13801,10939,0,1,10948,10967,10918,19835,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,9,19,31,16,23,26,37,28,27,23
TXFH8,台指期08,13808,10939,0,1,10948,10967,10918,19836,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,12,19,31,16,23,29,37,28,27,23
TXFH8,台指期08,13813,10939,0,1,10948,10967,10918,19837,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,10,19,35,16,19,29,37,28,27,23
TXFH8,台指期08,13822,10939,0,1,10948,10967,10918,19838,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,10,19,35,16,19,30,36,28,27,23
TXFH8,台指期08,13825,10939,0,6,10948,10967,10918,19844,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,5,19,35,16,19,26,36,28,27,23
TXFH8,台指期08,13832,10939,0,2,10948,10967,10918,19846,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,2,19,35,16,19,26,36,28,27,23
TXFH8,台指期08,13918,10939,0,2,10948,10967,10918,19848,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,2,17,31,22,20,30,36,26,27,23
TXFH8,台指期08,13921,10939,0,1,10948,10967,10918,19849,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,9,17,31,22,20,28,36,26,27,23
TXFH8,台指期08,13944,10939,0,1,10948,10967,10918,19850,10939,10940,11042.51,12032,9846,20180730,10939,10938,10937,10936,10935,10940,10941,10942,10943,10944,1,18,31,22,20,27,36,26,27,23
