商品代碼,商品名稱,時間,成交價,漲跌,單量,開盤價,最高價,最低價,成交量,買價,賣價,理論價,漲停價,跌停價,資料更新日期,買價1,買價2,買價3,買價4,買價5,賣價1,賣價2,賣價3,賣價4,賣價5,委買量1,委買量2,委買量3,委買量4,委買量5,委賣量1,委賣量2,委賣量3,委賣量4,委賣量5
TXFH8,台指期08,20309,10949,10,1,10948,10967,10918,20608,10948,10949,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10949,10950,10951,10952,10953,10,14,17,18,11,3,53,50,26,19
TXFH8,台指期08,20311,10949,10,2,10948,10967,10918,20610,10948,10949,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10949,10950,10951,10952,10953,8,12,17,18,11,4,53,50,28,19
TXFH8,台指期08,20318,10950,11,1,10948,10967,10918,20618,10948,10950,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10950,10951,10952,10953,10954,13,12,16,19,11,46,51,27,20,18
TXFH8,台指期08,20318,10950,11,2,10948,10967,10918,20629,10948,10950,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10950,10951,10952,10953,10954,18,12,17,18,11,32,50,28,20,18
TXFH8,台指期08,20318,10950,11,3,10948,10967,10918,20633,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,6,18,12,18,13,21,50,23,25,18
TXFH8,台指期08,20319,10950,11,1,10948,10967,10918,20634,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,6,18,12,18,13,20,50,23,25,18
TXFH8,台指期08,20320,10950,11,7,10948,10967,10918,20641,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,13,18,12,18,13,13,50,22,26,18
TXFH8,台指期08,20321,10950,11,5,10948,10967,10918,20646,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,14,18,13,16,13,8,50,21,26,18
TXFH8,台指期08,20322,10949,10,5,10948,10967,10918,20651,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,15,18,14,16,13,8,50,21,26,18
TXFH8,台指期08,20325,10950,11,5,10948,10967,10918,20656,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,11,19,14,16,12,8,50,21,26,18
TXFH8,台指期08,20326,10950,11,2,10948,10967,10918,20658,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,9,19,15,16,12,6,50,21,26,18
TXFH8,台指期08,20327,10949,10,1,10948,10967,10918,20659,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,1,14,14,18,12,14,20,22,55,18
TXFH8,台指期08,20328,10950,11,4,10948,10967,10918,20663,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,3,14,14,18,12,8,20,22,55,18
TXFH8,台指期08,20329,10949,10,5,10948,10967,10918,20668,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,2,14,14,18,12,8,20,21,56,18
TXFH8,台指期08,20338,10949,10,1,10948,10967,10918,20669,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,9,13,14,13,18,18,26,27,50,18
TXFH8,台指期08,20340,10949,10,1,10948,10967,10918,20670,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,8,12,15,18,13,9,26,21,56,18
TXFH8,台指期08,20342,10949,10,1,10948,10967,10918,20671,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,7,12,15,19,12,9,26,21,56,18
TXFH8,台指期08,20348,10950,11,1,10948,10967,10918,20672,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,7,14,15,19,12,11,26,22,55,18
TXFH8,台指期08,20356,10949,10,3,10948,10967,10918,20677,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,7,14,16,20,12,19,26,22,55,18
TXFH8,台指期08,20357,10949,10,1,10948,10967,10918,20678,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,6,14,16,20,12,12,26,22,55,18
TXFH8,台指期08,20401,10949,10,1,10948,10967,10918,20679,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,9,14,16,21,12,11,26,22,55,18
TXFH8,台指期08,20401,10950,11,1,10948,10967,10918,20682,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,9,14,16,21,12,8,26,22,55,18
TXFH8,台指期08,20402,10950,11,1,10948,10967,10918,20683,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,14,14,17,20,12,3,26,21,56,18
TXFH8,台指期08,20406,10950,11,1,10948,10967,10918,20684,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,8,14,16,21,12,7,26,21,56,18
TXFH8,台指期08,20410,10950,11,4,10948,10967,10918,20688,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,1,12,14,17,20,26,19,56,18,81
TXFH8,台指期08,20410,10950,11,1,10948,10967,10918,20689,10949,10951,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10951,10952,10953,10954,10955,19,14,17,20,12,26,19,56,18,81
TXFH8,台指期08,20411,10950,11,1,10948,10967,10918,20690,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,19,14,17,20,12,1,26,19,56,18
TXFH8,台指期08,20414,10950,11,1,10948,10967,10918,20691,10949,10951,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10951,10952,10953,10954,10955,20,14,17,20,12,26,19,56,18,81
TXFH8,台指期08,20421,10951,12,1,10948,10967,10918,20692,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,1,21,15,17,18,19,19,56,18,81
TXFH8,台指期08,20422,10951,12,1,10948,10967,10918,20693,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,2,21,15,17,18,18,19,56,18,81
TXFH8,台指期08,20447,10950,11,1,10948,10967,10918,20694,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,21,20,19,16,11,21,19,52,23,78
TXFH8,台指期08,20449,10951,12,1,10948,10967,10918,20695,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,19,20,19,16,11,20,19,52,23,78
TXFH8,台指期08,20453,10951,12,2,10948,10967,10918,20697,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,19,20,19,16,12,20,19,52,23,78
TXFH8,台指期08,20457,10950,11,2,10948,10967,10918,20699,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,3,20,19,16,12,18,18,53,23,78
TXFH8,台指期08,20500,10950,11,1,10948,10967,10918,20700,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,8,20,19,16,12,18,18,53,23,78
TXFH8,台指期08,20501,10951,12,1,10948,10967,10918,20701,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,11,20,19,16,14,15,18,53,23,78
TXFH8,台指期08,20502,10951,12,2,10948,10967,10918,20709,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,13,20,19,16,15,15,18,53,23,78
TXFH8,台指期08,20502,10951,12,3,10948,10967,10918,20718,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,17,20,19,15,15,3,18,52,23,78
TXFH8,台指期08,20506,10951,12,3,10948,10967,10918,20721,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,2,19,20,25,10,20,53,19,83,44
TXFH8,台指期08,20506,10952,13,1,10948,10967,10918,20728,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,3,19,20,25,10,13,53,19,83,44
TXFH8,台指期08,20508,10952,13,1,10948,10967,10918,20729,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,12,19,20,23,10,12,53,18,84,44
TXFH8,台指期08,20510,10951,12,1,10948,10967,10918,20730,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,11,19,20,23,10,12,53,19,83,44
TXFH8,台指期08,20511,10951,12,1,10948,10967,10918,20731,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,2,18,20,23,10,12,53,19,83,44
TXFH8,台指期08,20513,10951,12,1,10948,10967,10918,20732,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10952,10953,10954,10955,10956,18,20,23,10,11,14,53,19,83,44
TXFH8,台指期08,20515,10951,12,2,10948,10967,10918,20734,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,18,20,18,15,11,2,17,52,24,78
TXFH8,台指期08,20516,10951,12,1,10948,10967,10918,20735,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,18,20,18,15,11,2,17,52,24,78
TXFH8,台指期08,20519,10951,12,2,10948,10967,10918,20737,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,6,16,20,23,10,11,52,19,83,44
TXFH8,台指期08,20527,10952,13,13,10948,10967,10918,20750,10952,10953,11042.51,12032,9846,20180730,10952,10951,10950,10949,10948,10953,10954,10955,10956,10957,2,17,31,21,22,52,18,84,44,32
TXFH8,台指期08,20527,10952,13,1,10948,10967,10918,20753,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,17,29,16,21,10,58,18,84,44,32
TXFH8,台指期08,20529,10952,13,1,10948,10967,10918,20754,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,17,28,17,21,10,58,18,84,45,32
TXFH8,台指期08,20530,10953,14,1,10948,10967,10918,20755,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,17,28,16,22,10,57,18,85,44,32
TXFH8,台指期08,20530,10951,12,3,10948,10967,10918,20758,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,14,28,16,22,10,60,19,84,44,32
TXFH8,台指期08,20535,10953,14,34,10948,10967,10918,20798,10952,10954,11042.51,12032,9846,20180730,10952,10951,10950,10949,10948,10954,10955,10956,10957,10958,10,14,28,17,16,18,80,44,32,46
TXFH8,台指期08,20537,10952,13,1,10948,10967,10918,20804,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,18,29,21,16,9,2,13,21,79,49
TXFH8,台指期08,20538,10952,13,2,10948,10967,10918,20806,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,16,29,22,16,9,11,21,80,49,32
TXFH8,台指期08,20541,10953,14,1,10948,10967,10918,20809,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,13,29,21,17,9,10,21,84,44,32
TXFH8,台指期08,20544,10953,14,1,10948,10967,10918,20810,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,15,28,25,12,9,15,21,78,49,32
TXFH8,台指期08,20548,10952,13,1,10948,10967,10918,20811,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,15,28,29,9,9,11,22,78,49,32
TXFH8,台指期08,20549,10953,14,1,10948,10967,10918,20812,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,15,28,29,9,9,13,22,78,49,32
TXFH8,台指期08,20551,10953,14,1,10948,10967,10918,20813,10951,10953,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10953,10954,10955,10956,10957,15,28,29,9,9,14,22,78,49,32
TXFH8,台指期08,20558,10952,13,1,10948,10967,10918,20814,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,15,28,24,14,9,3,18,22,83,44
TXFH8,台指期08,20600,10952,13,1,10948,10967,10918,20815,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,15,28,24,14,9,2,18,22,83,44
TXFH8,台指期08,20602,10952,13,2,10948,10967,10918,20817,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,14,28,24,14,9,5,20,22,83,44
TXFH8,台指期08,20616,10952,13,1,10948,10967,10918,20818,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,27,27,24,14,9,7,24,22,83,44
TXFH8,台指期08,20618,10952,13,1,10948,10967,10918,20819,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,27,27,24,14,9,6,24,22,83,44
TXFH8,台指期08,20624,10952,13,1,10948,10967,10918,20820,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,27,27,24,14,9,7,21,22,83,44
TXFH8,台指期08,20626,10952,13,1,10948,10967,10918,20821,10951,10952,11042.51,12032,9846,20180730,10951,10950,10949,10948,10947,10952,10953,10954,10955,10956,19,27,24,14,9,15,21,22,83,44
TXFH8,台指期08,20631,10951,12,3,10948,10967,10918,20840,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,27,23,14,9,11,6,18,21,26,82
TXFH8,台指期08,20635,10950,11,1,10948,10967,10918,20841,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,16,23,9,15,11,17,15,21,32,77
TXFH8,台指期08,20638,10950,11,2,10948,10967,10918,20843,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,14,23,9,15,11,17,18,21,32,77
TXFH8,台指期08,20652,10951,12,1,10948,10967,10918,20844,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,17,20,10,17,12,6,15,19,30,77
TXFH8,台指期08,20655,10950,11,1,10948,10967,10918,20845,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,16,20,10,17,12,6,15,20,30,77
TXFH8,台指期08,20712,10950,11,1,10948,10967,10918,20846,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,16,15,11,18,14,8,15,20,30,77
TXFH8,台指期08,20719,10950,11,1,10948,10967,10918,20847,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,16,15,11,19,15,13,15,19,30,77
TXFH8,台指期08,20726,10950,11,3,10948,10967,10918,20850,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,19,15,12,18,15,13,13,18,30,77
TXFH8,台指期08,20729,10950,11,2,10948,10967,10918,20852,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,11,15,11,19,15,10,13,18,30,77
TXFH8,台指期08,20742,10950,11,1,10948,10967,10918,20857,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,5,15,11,19,15,16,14,19,29,71
TXFH8,台指期08,20742,10950,11,1,10948,10967,10918,20858,10950,10951,11042.51,12032,9846,20180730,10950,10949,10948,10947,10946,10951,10952,10953,10954,10955,4,15,11,19,15,16,14,19,29,71
TXFH8,台指期08,20743,10950,11,3,10948,10967,10918,20862,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,9,11,13,21,10,11,15,15,23,24
TXFH8,台指期08,20744,10950,11,2,10948,10967,10918,20864,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,9,11,13,21,10,10,15,15,23,24
TXFH8,台指期08,20801,10949,10,1,10948,10967,10918,20865,10949,10950,11042.51,12032,9846,20180730,10949,10948,10947,10946,10945,10950,10951,10952,10953,10954,7,11,13,21,10,13,14,16,22,24
TXFH8,台指期08,20811,10946,7,6,10948,10967,10918,20905,10946,10949,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10949,10950,10951,10952,10953,10,10,9,8,22,9,16,14,16,17
TXFH8,台指期08,20811,10947,8,4,10948,10967,10918,20914,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,9,18,10,14,8,6,14,14,19,15
TXFH8,台指期08,20812,10947,8,1,10948,10967,10918,20915,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,17,18,15,9,8,10,14,14,20,17
TXFH8,台指期08,20813,10949,10,1,10948,10967,10918,20917,10948,10950,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10950,10951,10952,10953,10954,16,17,17,15,9,14,12,20,17,24
TXFH8,台指期08,20834,10949,10,1,10948,10967,10918,20918,10948,10949,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10949,10950,10951,10952,10953,6,19,19,15,10,6,13,12,21,17
TXFH8,台指期08,20839,10949,10,2,10948,10967,10918,20920,10948,10950,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10950,10951,10952,10953,10954,8,19,20,15,10,13,12,22,17,24
TXFH8,台指期08,20844,10949,10,3,10948,10967,10918,20923,10948,10949,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10949,10950,10951,10952,10953,7,19,20,15,10,2,13,12,22,17
TXFH8,台指期08,20903,10949,10,2,10948,10967,10918,20925,10948,10950,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10950,10951,10952,10953,10954,12,20,20,15,10,14,13,21,16,24
TXFH8,台指期08,20924,10948,9,2,10948,10967,10918,20927,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,11,20,11,15,8,7,16,14,19,15
TXFH8,台指期08,20936,10948,9,1,10948,10967,10918,20928,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,12,20,11,15,9,1,14,13,19,15
TXFH8,台指期08,20936,10948,9,1,10948,10967,10918,20929,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,22,20,16,10,10,14,13,14,20,15
TXFH8,台指期08,20945,10948,9,1,10948,10967,10918,20930,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,12,18,12,15,12,1,12,13,19,15
TXFH8,台指期08,20949,10948,9,1,10948,10967,10918,20931,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,16,22,12,15,12,12,13,19,15,15
TXFH8,台指期08,20953,10945,6,12,10948,10967,10918,20981,10944,10947,11042.51,12032,9846,20180730,10944,10943,10942,10941,10940,10947,10948,10949,10950,10951,10,12,2,6,5,2,3,12,13,13
TXFH8,台指期08,20954,10946,7,1,10948,10967,10918,20986,10945,10947,11042.51,12032,9846,20180730,10945,10944,10943,10942,10941,10947,10948,10949,10950,10951,6,13,12,7,6,11,7,17,11,13
TXFH8,台指期08,20957,10947,8,1,10948,10967,10918,20987,10946,10947,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10947,10948,10949,10950,10951,4,16,13,18,2,8,7,12,17,13
TXFH8,台指期08,21006,10946,7,1,10948,10967,10918,20988,10946,10947,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10947,10948,10949,10950,10951,1,15,11,17,4,9,10,15,17,13
TXFH8,台指期08,21007,10948,9,1,10948,10967,10918,20998,10946,10948,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10948,10949,10950,10951,10952,14,15,11,17,4,9,15,17,13,14
TXFH8,台指期08,21007,10947,8,2,10948,10967,10918,21000,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,9,17,16,14,11,4,14,12,19,14
TXFH8,台指期08,21018,10947,8,2,10948,10967,10918,21002,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,1,13,16,15,11,9,12,12,14,15
TXFH8,台指期08,21039,10948,9,10,10948,10967,10918,21012,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,13,15,21,10,12,10,11,9,21,17
TXFH8,台指期08,21111,10948,9,2,10948,10967,10918,21014,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,12,15,23,10,21,9,11,11,19,17
TXFH8,台指期08,21158,10947,8,3,10948,10967,10918,21017,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,2,15,17,16,21,8,15,12,14,16
TXFH8,台指期08,21220,10947,8,5,10948,10967,10918,21022,10946,10948,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10948,10949,10950,10951,10952,9,18,10,26,2,10,15,18,10,15
TXFH8,台指期08,21307,10947,8,1,10948,10967,10918,21023,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,1,15,18,15,24,13,16,25,14,15
TXFH8,台指期08,21316,10947,8,1,10948,10967,10918,21024,10946,10948,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10948,10949,10950,10951,10952,15,18,15,24,2,18,17,25,13,15
TXFH8,台指期08,21319,10947,8,1,10948,10967,10918,21026,10946,10948,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10948,10949,10950,10951,10952,17,18,10,29,2,18,16,30,8,15
TXFH8,台指期08,21347,10947,8,1,10948,10967,10918,21027,10946,10948,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10948,10949,10950,10951,10952,21,18,15,25,2,18,15,25,15,15
TXFH8,台指期08,21405,10947,8,2,10948,10967,10918,21029,10946,10948,11042.51,12032,9846,20180730,10946,10945,10944,10943,10942,10948,10949,10950,10951,10952,17,18,10,29,2,18,15,29,10,15
TXFH8,台指期08,21509,10948,9,1,10948,10967,10918,21030,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,4,19,17,15,22,16,14,24,15,15
TXFH8,台指期08,21510,10948,9,3,10948,10967,10918,21036,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,7,19,17,15,22,11,14,24,15,15
TXFH8,台指期08,21511,10948,9,2,10948,10967,10918,21038,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,6,19,17,15,22,9,14,24,15,15
TXFH8,台指期08,21526,10948,9,7,10948,10967,10918,21045,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,5,17,17,15,20,2,14,24,15,15
TXFH8,台指期08,21530,10948,9,1,10948,10967,10918,21046,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,15,17,18,14,20,14,23,16,15,17
TXFH8,台指期08,21553,10948,9,1,10948,10967,10918,21047,10948,10949,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10949,10950,10951,10952,10953,1,16,17,23,9,14,23,11,20,17
TXFH8,台指期08,21638,10948,9,1,10948,10967,10918,21048,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,13,15,18,14,20,1,16,23,16,16
TXFH8,台指期08,21638,10948,9,1,10948,10967,10918,21049,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,13,15,18,14,20,16,23,16,16,17
TXFH8,台指期08,21652,10948,9,1,10948,10967,10918,21050,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,18,15,23,9,20,18,23,11,21,17
TXFH8,台指期08,21719,10948,9,1,10948,10967,10918,21051,10948,10949,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10949,10950,10951,10952,10953,1,19,15,23,9,11,23,11,21,17
TXFH8,台指期08,21734,10948,9,1,10948,10967,10918,21052,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,19,15,23,11,20,19,25,11,21,17
TXFH8,台指期08,21802,10948,9,4,10948,10967,10918,21056,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,21,15,18,16,20,19,23,17,16,17
TXFH8,台指期08,21804,10948,9,1,10948,10967,10918,21057,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,21,15,18,16,20,19,23,17,16,17
TXFH8,台指期08,21844,10948,9,6,10948,10967,10918,21063,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,21,16,23,11,18,9,19,23,12,24
TXFH8,台指期08,21902,10948,9,1,10948,10967,10918,21064,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,15,16,18,16,18,6,24,24,17,19
TXFH8,台指期08,21923,10948,9,1,10948,10967,10918,21065,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,13,16,17,16,18,7,24,29,21,19
TXFH8,台指期08,21930,10948,9,1,10948,10967,10918,21066,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,11,16,17,16,18,12,24,29,21,19
TXFH8,台指期08,21932,10948,9,1,10948,10967,10918,21067,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,11,16,17,16,18,6,24,29,21,19
TXFH8,台指期08,21958,10948,9,3,10948,10967,10918,21070,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,8,15,17,16,18,9,24,29,21,19
TXFH8,台指期08,21958,10948,9,2,10948,10967,10918,21072,10948,10949,11042.51,12032,9846,20180730,10948,10947,10946,10945,10944,10949,10950,10951,10952,10953,3,14,15,18,16,24,29,22,19,26
TXFH8,台指期08,22011,10948,9,3,10948,10967,10918,21075,10947,10949,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10949,10950,10951,10952,10953,8,15,18,16,18,20,29,22,19,17
TXFH8,台指期08,22028,10947,8,2,10948,10967,10918,21077,10947,10948,11042.51,12032,9846,20180730,10947,10946,10945,10944,10943,10948,10949,10950,10951,10952,6,15,17,17,18,13,20,30,21,19
